1566030831763734528,1566007102669312000,"2022-09-03 06:50:20 Hora est. Pacífico, Sudamérica",2022-09-03,06:50:20,-0500,1134207215953481730,margaritamrd_,Margaritamaria®️,,@CariLeguizamon Feliz día Carol ☕️☕️,es,[],[],[],0,0,0,[],[],https://twitter.com/Margaritamrd_/status/1566030831763734528,False,,0,,Colombia,,,,,,"[{'screen_name': 'CariLeguizamon', 'name': 'Carol L.', 'id': '73722272'}]",,,,
1566030360810512384,1566030360810512384,"2022-09-03 06:48:28 Hora est. Pacífico, Sudamérica",2022-09-03,06:48:28,-0500,2432722214,andrea_mercado5,Andrea Mercado,,"piensa en ti, date gustos y sé feliz. 🤍💫",es,[],[],[],0,0,1,[],[],https://twitter.com/andrea_mercado5/status/1566030360810512384,False,,0,,Colombia,,,,,,[],,,,
1566030205965275137,1566029564752560128,"2022-09-03 06:47:51 Hora est. Pacífico, Sudamérica",2022-09-03,06:47:51,-0500,1134207215953481730,margaritamrd_,Margaritamaria®️,,"@Fugaz_nella Feliz día Nella, así es!",es,[],[],[],1,0,1,[],[],https://twitter.com/Margaritamrd_/status/1566030205965275137,False,,0,,Colombia,,,,,,"[{'screen_name': 'Fugaz_nella', 'name': 'nella💫', 'id': '343667928'}]",,,,
1566027890554200066,1566027890554200066,"2022-09-03 06:38:39 Hora est. Pacífico, Sudamérica",2022-09-03,06:38:39,-0500,777694054062690305,thecuadros12,Cuadros,,Corazón contento,es,[],[],[],0,0,0,[],[],https://twitter.com/TheCuadros12/status/1566027890554200066,False,,0,,Colombia,,,,,,[],,,,
1566027872929808386,1566027872929808386,"2022-09-03 06:38:34 Hora est. Pacífico, Sudamérica",2022-09-03,06:38:34,-0500,1546943386191634434,lancero_col,@LANCERO__col. ( R.A ).🇨🇴,,Gracias señor por otro dia mas de vida y rodeado de mi adorada familia . Bendiciones para todos. Les deseo un feliz fin de semana.,es,[],[],[],0,0,0,[],[],https://twitter.com/lancero_col/status/1566027872929808386,False,,0,,Colombia,,,,,,[],,,,
1566025681397596162,1566025681397596162,"2022-09-03 06:29:52 Hora est. Pacífico, Sudamérica",2022-09-03,06:29:52,-0500,1479097449432207364,angie__dayana,An'🥀,,Una de mis compañeras me envió un audio cantando el feliz cumpleaños ☺️ Me hace sentir que hago las cosas bien allí 🥰,es,[],[],[],0,0,0,[],[],https://twitter.com/angie__dayana/status/1566025681397596162,False,,0,,Colombia,,,,,,[],,,,
1566024648613036032,1565982165476773888,"2022-09-03 06:25:46 Hora est. Pacífico, Sudamérica",2022-09-03,06:25:46,-0500,3331884807,ferchocruz41,LEGO,,@Martyn210 Feliz día Amigo Mart 💯 Abrazos 🤗🤗🤗  https://t.co/8dC1MmfydN,es,[],[],['https://pbs.twimg.com/tweet_video_thumb/FbujHJ6WYAIWK3g.jpg'],0,0,0,[],[],https://twitter.com/ferchocruz41/status/1566024648613036032,False,,1,https://pbs.twimg.com/tweet_video_thumb/FbujHJ6WYAIWK3g.jpg,Colombia,,,,,,"[{'screen_name': 'Martyn210', 'name': 'Martyn2😀', 'id': '1468375582715043847'}]",,,,
1566024577804795904,1566024577804795904,"2022-09-03 06:25:29 Hora est. Pacífico, Sudamérica",2022-09-03,06:25:29,-0500,319701639,directionerhpta,ADRIANA🇨🇴,,"buenos díasss, feliz sábado genteeee🫶🏻🫶🏻🫶🏻🫶🏻",es,[],[],[],0,0,2,[],[],https://twitter.com/DirectionerHPTA/status/1566024577804795904,False,,0,,Colombia,,,,,,[],,,,
1566024265597689856,1566024265597689856,"2022-09-03 06:24:14 Hora est. Pacífico, Sudamérica",2022-09-03,06:24:14,-0500,3331884807,ferchocruz41,LEGO,,Feliz día 🤗  https://t.co/VdgmbnGfhc,es,[],[],['https://pbs.twimg.com/media/FbuixTkXgAA45nk.jpg'],1,0,5,[],[],https://twitter.com/ferchocruz41/status/1566024265597689856,False,,1,https://pbs.twimg.com/media/FbuixTkXgAA45nk.jpg,Colombia,,,,,,[],,,,
1566023780346085376,1565895014865162241,"2022-09-03 06:22:19 Hora est. Pacífico, Sudamérica",2022-09-03,06:22:19,-0500,1539656321246568452,ruth093484422,Mayma🌼💗🌼,,@augusrodri2 Buenos días @augusrodri2 ... Que pases un Feliz 🤗 fin de semana.  https://t.co/iDLwoIQMyW,es,"[{'screen_name': 'augusrodri2', 'name': 'augusto ®', 'id': '1370064767864410124'}]",[],['https://pbs.twimg.com/media/FbuiUtTWIAEWXS2.jpg'],0,0,0,[],[],https://twitter.com/Ruth093484422/status/1566023780346085376,False,,1,https://pbs.twimg.com/media/FbuiUtTWIAEWXS2.jpg,Colombia,,,,,,"[{'screen_name': 'augusrodri2', 'name': 'AUGUSTO ®', 'id': '1370064767864410124'}]",,,,
